instructs.started,instructs.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,targetX,cueOri,congr,corrAns,finish.started,valid_av,invalid_av
0.0001,4.1388,1,1,2025-12-15,posner,2023.2.2,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,30.03003003,4.1422,6.2431,0.278350515,-0.008505163,1.0,0.0,0.0,1.0941,target,6.2434,7.236,0.0,0.0,0.0,9.0,1.0,0.35,0.0,0.0,right,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,30.03003003,7.2364,11.0783,-0.282474243,-0.066237106,1.0,0.0,0.0,2.8208,target,11.0784,12.0693,0.0,1.0,1.0,12.0,1.0,-0.35,180.0,0.0,left,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,30.03003003,12.0696,13.5886,0.351546455,-0.017783529,1.0,0.0,0.0,0.5153,target,13.5886,14.5861,0.0,2.0,2.0,3.0,1.0,0.35,180.0,1.0,right,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,30.03003003,14.5864,16.0826,0.35463927,-0.013659802,1.0,0.0,0.0,0.4851,target,16.0826,17.0729,0.0,3.0,3.0,1.0,1.0,0.35,180.0,1.0,right,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,30.03003003,17.0731,18.5037,-0.309278351,0.024484536,1.0,0.0,0.0,0.4268,target,18.5038,19.4883,0.0,4.0,4.0,0.0,1.0,-0.35,0.0,1.0,left,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,30.03003003,19.4885,20.9392,-0.367010294,0.007989667,1.0,0.0,0.0,0.432,target,20.9392,21.9356,0.0,5.0,5.0,6.0,1.0,-0.35,0.0,1.0,left,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,30.03003003,21.9358,23.9701,0.287628882,0.007989667,1.0,0.0,0.0,1.0266,target,23.9701,24.9583,0.0,6.0,6.0,7.0,1.0,0.35,180.0,1.0,right,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,30.03003003,24.9585,26.7244,-0.407216495,0.039948454,1.0,0.0,0.0,0.7569,target,26.7244,27.7303,0.0,7.0,7.0,8.0,1.0,-0.35,180.0,0.0,left,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,30.03003003,27.7306,29.193,-0.299999984,0.003865979,1.0,0.0,0.0,0.4562,target,29.193,30.1957,0.0,8.0,8.0,4.0,1.0,-0.35,0.0,1.0,left,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,30.03003003,30.1959,31.8169,-0.268041237,-0.029123719,1.0,0.0,0.0,0.6129,target,31.8169,32.7982,0.0,9.0,9.0,10.0,1.0,-0.35,180.0,0.0,left,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,30.03003003,32.7985,34.2812,0.290721697,0.014175258,1.0,0.0,0.0,0.4788,target,34.2812,35.2775,0.0,10.0,10.0,11.0,1.0,0.35,0.0,0.0,right,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,30.03003003,35.2777,37.2976,-0.288659794,-0.011597938,1.0,0.0,0.0,1.0172,target,37.2976,38.2799,0.0,11.0,11.0,2.0,1.0,-0.35,0.0,1.0,left,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,30.03003003,38.28,40.3214,0.387628929,-0.026030944,1.0,0.0,0.0,1.0238,target,40.3214,41.309,0.0,12.0,12.0,5.0,1.0,0.35,180.0,1.0,right,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,30.03003003,41.3093,42.8481,0.429896876,0.001804116,1.0,0.0,0.0,0.5299,target,42.8481,43.8604,0.0,13.0,13.0,13.0,1.0,0.35,0.0,0.0,right,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,30.03003003,,,,,,,,,,,,,,,,,,,,,43.8609,0.672875,1.0489
