instructs.started,instructs.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,targetX,cueOri,congr,corrAns,finish.started,valid_av,invalid_av
0.0002,2.7022,1,1,2025-12-22,posner,2023.2.2,Win32,75.18796992,,,,,,,,,,,,,,,,,,,,,,,
,,1,1,2025-12-22,posner,2023.2.2,Win32,75.18796992,2.7061,4.5562,-0.361262242,0.013601741,1.0,0.0,0.0,0.84,target,4.5564,5.5564,0.0,0.0,0.0,2.0,1.0,-0.35,0.0,1.0,left,,,
,,1,1,2025-12-22,posner,2023.2.2,Win32,75.18796992,5.5569,7.8632,-0.325353645,0.005984766,1.0,0.0,0.0,1.2936,target,7.8632,8.8639,0.0,1.0,1.0,8.0,1.0,-0.35,180.0,0.0,left,,,
,,1,1,2025-12-22,posner,2023.2.2,Win32,75.18796992,8.8644,10.4905,0.387377584,0.042981502,1.0,0.0,0.0,0.6134,target,10.4906,11.4908,0.0,2.0,2.0,13.0,1.0,0.35,0.0,0.0,right,,,
,,1,1,2025-12-22,posner,2023.2.2,Win32,75.18796992,11.4912,13.1844,-0.408052231,0.017954298,1.0,0.0,0.0,0.68,target,13.1845,14.1847,0.0,3.0,3.0,0.0,1.0,-0.35,0.0,1.0,left,,,
,,1,1,2025-12-22,posner,2023.2.2,Win32,75.18796992,14.185,15.5585,0.30250272,0.024483134,1.0,0.0,0.0,0.36,target,15.5585,16.5585,0.0,4.0,4.0,9.0,1.0,0.35,0.0,0.0,right,,,
,,1,1,2025-12-22,posner,2023.2.2,Win32,75.18796992,16.5588,17.8925,-0.269858542,0.004896627,1.0,0.0,0.0,0.3334,target,17.8925,18.8929,0.0,5.0,5.0,10.0,1.0,-0.35,180.0,0.0,left,,,
,,1,1,2025-12-22,posner,2023.2.2,Win32,75.18796992,18.8931,20.2531,0.383025027,0.042981502,1.0,0.0,0.0,0.3467,target,20.2531,21.2535,0.0,6.0,6.0,5.0,1.0,0.35,180.0,1.0,right,,,
,,1,1,2025-12-22,posner,2023.2.2,Win32,75.18796992,21.2538,22.8804,-0.323177367,-0.005984766,1.0,0.0,0.0,0.6137,target,22.8805,23.8805,0.0,7.0,7.0,4.0,1.0,-0.35,0.0,1.0,left,,,
,,1,1,2025-12-22,posner,2023.2.2,Win32,75.18796992,23.8809,25.2142,0.311207835,0.003808487,1.0,0.0,0.0,0.32,target,25.2142,26.2147,0.0,8.0,8.0,11.0,1.0,0.35,0.0,0.0,right,,,
,,1,1,2025-12-22,posner,2023.2.2,Win32,75.18796992,26.215,27.4549,-0.292709467,0.020130577,1.0,0.0,0.0,0.2267,target,27.4549,28.4549,0.0,9.0,9.0,6.0,1.0,-0.35,0.0,1.0,left,,,
,,1,1,2025-12-22,posner,2023.2.2,Win32,75.18796992,28.4551,30.2685,-0.400435256,0.003808487,1.0,0.0,0.0,0.8133,target,30.2685,31.2689,0.0,10.0,10.0,12.0,1.0,-0.35,180.0,0.0,left,,,
,,1,1,2025-12-22,posner,2023.2.2,Win32,75.18796992,31.2693,32.8961,0.380848749,0.026659412,1.0,0.0,0.0,0.6133,target,32.8961,33.8963,0.0,11.0,11.0,3.0,1.0,0.35,180.0,1.0,right,,,
,,1,1,2025-12-22,posner,2023.2.2,Win32,75.18796992,33.8965,35.5367,0.379760609,-0.001632209,1.0,0.0,0.0,0.6268,target,35.5367,36.5369,0.0,12.0,12.0,1.0,1.0,0.35,180.0,1.0,right,,,
,,1,1,2025-12-22,posner,2023.2.2,Win32,75.18796992,36.5373,37.8304,0.27203482,0.03101197,1.0,0.0,0.0,0.2798,target,37.8304,38.8311,0.0,13.0,13.0,7.0,1.0,0.35,180.0,1.0,right,,,
,,1,1,2025-12-22,posner,2023.2.2,Win32,75.18796992,,,,,,,,,,,,,,,,,,,,,38.8313,0.528375,0.622283333
