instructs.started,instructs.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,targetX,cueOri,congr,corrAns,finish.started,valid_av,invalid_av
0.0003,1.8579,999,1,2025-12-21,posner,2023.2.2,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,,,
,,999,1,2025-12-21,posner,2023.2.2,MacIntel,59.52380952,1.8617,8.2427,-0.324628397,-0.007882424,1.0,0.0,0.0,5.3789,target,8.2428,9.2368,0.0,0.0,0.0,2.0,1.0,-0.35,0.0,1.0,left,,,
,,999,1,2025-12-21,posner,2023.2.2,MacIntel,59.52380952,9.2372,11.0226,0.26371774,-0.022082223,1.0,0.0,0.0,0.7701,target,11.0226,12.0197,0.0,1.0,1.0,11.0,1.0,0.35,0.0,0.0,right,,,
,,999,1,2025-12-21,posner,2023.2.2,MacIntel,59.52380952,12.02,13.6421,0.327066307,-0.018466275,1.0,0.0,0.0,0.6195,target,13.6422,14.6448,0.0,2.0,2.0,5.0,1.0,0.35,180.0,1.0,right,,,
,,999,1,2025-12-21,posner,2023.2.2,MacIntel,59.52380952,14.6451,16.3285,-0.366571341,0.0119063,1.0,0.0,0.0,0.6829,target,16.3285,17.3293,0.0,3.0,3.0,8.0,1.0,-0.35,180.0,0.0,left,,,
,,999,1,2025-12-21,posner,2023.2.2,MacIntel,59.52380952,17.3296,19.0634,0.344993814,0.008491768,1.0,0.0,0.0,0.7165,target,19.0635,20.0641,0.0,4.0,4.0,7.0,1.0,0.35,180.0,1.0,right,,,
,,999,1,2025-12-21,posner,2023.2.2,MacIntel,59.52380952,20.0643,21.5968,0.32354606,0.003741396,1.0,0.0,0.0,0.5161,target,21.5969,22.5971,0.0,5.0,5.0,3.0,1.0,0.35,180.0,1.0,right,,,
,,999,1,2025-12-21,posner,2023.2.2,MacIntel,59.52380952,22.5972,24.0826,0.322889132,0.003741396,1.0,0.0,0.0,0.4842,target,24.0827,25.0822,0.0,6.0,6.0,1.0,1.0,0.35,180.0,1.0,right,,,
,,999,1,2025-12-21,posner,2023.2.2,MacIntel,59.52380952,25.0824,26.9842,-0.311842361,0.004317437,1.0,0.0,0.0,0.9004,target,26.9842,27.9832,0.0,7.0,7.0,6.0,1.0,-0.35,0.0,1.0,left,,,
,,999,1,2025-12-21,posner,2023.2.2,MacIntel,59.52380952,27.9834,29.6865,-0.284858778,0.008087869,1.0,0.0,0.0,0.6865,target,29.6865,30.6831,0.0,8.0,8.0,12.0,1.0,-0.35,180.0,0.0,left,,,
,,999,1,2025-12-21,posner,2023.2.2,MacIntel,59.52380952,30.6833,32.3373,-0.334059395,0.008814069,1.0,0.0,0.0,0.6538,target,32.3373,33.3347,0.0,9.0,9.0,4.0,1.0,-0.35,0.0,1.0,left,,,
,,999,1,2025-12-21,posner,2023.2.2,MacIntel,59.52380952,33.335,34.9553,-0.320050049,0.009920879,1.0,0.0,0.0,0.6184,target,34.9553,35.9579,0.0,10.0,10.0,0.0,1.0,-0.35,0.0,1.0,left,,,
,,999,1,2025-12-21,posner,2023.2.2,MacIntel,59.52380952,35.9581,37.8583,0.315609475,-0.009305313,1.0,0.0,0.0,0.8842,target,37.8584,38.8579,0.0,11.0,11.0,9.0,1.0,0.35,0.0,0.0,right,,,
,,999,1,2025-12-21,posner,2023.2.2,MacIntel,59.52380952,38.858,40.6708,-0.288001436,0.002680806,1.0,0.0,0.0,0.8011,target,40.6709,41.6729,0.0,12.0,12.0,10.0,1.0,-0.35,180.0,0.0,left,,,
,,999,1,2025-12-21,posner,2023.2.2,MacIntel,59.52380952,41.673,43.3447,0.29074233,-0.016516528,1.0,0.0,0.0,0.6571,target,43.3448,44.3474,0.0,13.0,13.0,13.0,1.0,0.35,0.0,0.0,right,,,
,,999,1,2025-12-21,posner,2023.2.2,MacIntel,59.52380952,,,,,,,,,,,,,,,,,,,,,44.3477,1.235975,0.746983333
