instructs.started,instructs.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,targetX,cueOri,congr,corrAns,finish.started,valid_av,invalid_av
0.0001,28.2557,0,1,2025/12/14,posner,2023.2.2,Win32,100,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2025/12/14,posner,2023.2.2,Win32,100,28.2612,36.3555,0.374213836,0.028301887,1,0,0,7.0893,target,36.3555,37.3563,0,0,0,7,1,0.35,180,1,right,,,
,,0,1,2025/12/14,posner,2023.2.2,Win32,100,37.3571,38.9755,0.305031447,-0.017819706,1,0,0,0.6096,target,38.9755,39.9755,0,1,1,13,1,0.35,0,0,right,,,
,,0,1,2025/12/14,posner,2023.2.2,Win32,100,39.9762,41.9254,-0.404612159,-0.01572327,1,0,0,0.9394,target,41.9254,42.9253,0,2,2,8,1,-0.35,180,0,left,,,
,,0,1,2025/12/14,posner,2023.2.2,Win32,100,42.9259,44.5757,0.348008386,0.007337526,1,0,0,0.6399,target,44.5757,45.5756,0,3,3,3,1,0.35,180,1,right,,,
,,0,1,2025/12/14,posner,2023.2.2,Win32,100,45.5763,47.0856,0.341719078,-0.030398323,1,0,0,0.4994,target,47.0856,48.0856,0,4,4,1,1,0.35,180,1,right,,,
,,0,1,2025/12/14,posner,2023.2.2,Win32,100,48.0862,50.1255,0.295597484,0.018867925,1,0,0,1.03,target,50.1257,51.1256,0,5,5,11,1,0.35,0,0,right,,,
,,0,1,2025/12/14,posner,2023.2.2,Win32,100,51.1263,52.5754,-0.253668763,0.01048218,1,0,0,0.4396,target,52.5754,53.5757,0,6,6,0,1,-0.35,0,1,left,,,
,,0,1,2025/12/14,posner,2023.2.2,Win32,100,53.5763,55.0357,-0.318658281,0.016771488,1,0,0,0.4499,target,55.0358,56.0359,0,7,7,6,1,-0.35,0,1,left,,,
,,0,1,2025/12/14,posner,2023.2.2,Win32,100,56.0365,57.6055,0.362683438,-0.023060797,1,0,0,0.5597,target,57.6055,58.6056,0,8,8,9,1,0.35,0,0,right,,,
,,0,1,2025/12/14,posner,2023.2.2,Win32,100,58.6062,60.0255,-0.373165618,-0.011530398,1,0,0,0.4097,target,60.0255,61.0261,0,9,9,2,1,-0.35,0,1,left,,,
,,0,1,2025/12/14,posner,2023.2.2,Win32,100,61.0265,62.5955,-0.382599581,0.037735849,1,0,0,0.5599,target,62.5956,63.5953,0,10,10,4,1,-0.35,0,1,left,,,
,,0,1,2025/12/14,posner,2023.2.2,Win32,100,63.5955,65.1955,-0.36687631,-0.038784067,1,0,0,0.5897,target,65.1955,66.1956,0,11,11,12,1,-0.35,180,0,left,,,
,,0,1,2025/12/14,posner,2023.2.2,Win32,100,66.1961,67.7554,-0.396226415,-0.030398323,1,0,0,0.5498,target,67.7555,68.7556,0,12,12,10,1,-0.35,180,0,left,,,
,,0,1,2025/12/14,posner,2023.2.2,Win32,100,68.7563,70.3154,0.253668763,0.002096436,1,0,0,0.5498,target,70.3154,71.3159,0,13,13,5,1,0.35,180,1,right,,,
,,0,1,2025/12/14,posner,2023.2.2,Win32,100,,,,,,,,,,,,,,,,,,,,,71.3164,1.3296875,0.713033333
