instructs.started,instructs.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,targetX,cueOri,congr,corrAns,finish.started,valid_av,invalid_av
0.0001,1.3928,1,1,2025-12-21,posner,2023.2.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,,,
,,1,1,2025-12-21,posner,2023.2.2,Win32,59.88023952,1.396,2.972,-0.338211349,0.001897011,1.0,0.0,0.0,0.5625,target,2.9724,3.9742,0.0,0.0,0.0,8.0,1.0,-0.35,180.0,0.0,left,,,
,,1,1,2025-12-21,posner,2023.2.2,Win32,59.88023952,3.9747,5.4371,0.34037942,-0.005691073,1.0,0.0,0.0,0.4485,target,5.4372,6.4372,0.0,1.0,1.0,7.0,1.0,0.35,180.0,1.0,right,,,
,,1,1,2025-12-21,posner,2023.2.2,Win32,59.88023952,6.4379,7.886,-0.251490482,-0.010027092,1.0,0.0,0.0,0.4459,target,7.8861,8.8895,0.0,2.0,2.0,10.0,1.0,-0.35,180.0,0.0,left,,,
,,1,1,2025-12-21,posner,2023.2.2,Win32,59.88023952,8.8897,10.6066,-0.332791295,-0.016531182,1.0,0.0,0.0,0.7006,target,10.6066,11.6018,0.0,3.0,3.0,6.0,1.0,-0.35,0.0,1.0,left,,,
,,1,1,2025-12-21,posner,2023.2.2,Win32,59.88023952,11.6027,13.0845,0.328455318,0.000813016,1.0,0.0,0.0,0.4621,target,13.0846,14.0884,0.0,4.0,4.0,3.0,1.0,0.35,180.0,1.0,right,,,
,,1,1,2025-12-21,posner,2023.2.2,Win32,59.88023952,14.0886,16.0334,-0.411924119,0.001897011,1.0,0.0,0.0,0.9331,target,16.0336,17.0363,0.0,5.0,5.0,12.0,1.0,-0.35,180.0,0.0,left,,,
,,1,1,2025-12-21,posner,2023.2.2,Win32,59.88023952,17.0364,18.5501,0.311111161,0.001897011,1.0,0.0,0.0,0.4999,target,18.5501,19.5523,0.0,6.0,6.0,13.0,1.0,0.35,0.0,0.0,right,,,
,,1,1,2025-12-21,posner,2023.2.2,Win32,59.88023952,19.5526,21.018,0.294850998,0.023577228,1.0,0.0,0.0,0.4494,target,21.018,22.0143,0.0,7.0,7.0,9.0,1.0,0.35,0.0,0.0,right,,,
,,1,1,2025-12-21,posner,2023.2.2,Win32,59.88023952,22.0153,23.4643,-0.278590753,-0.002439049,1.0,0.0,0.0,0.4298,target,23.4643,24.4644,0.0,8.0,8.0,4.0,1.0,-0.35,0.0,1.0,left,,,
,,1,1,2025-12-21,posner,2023.2.2,Win32,59.88023952,24.4652,25.9465,0.318699204,0.028997282,1.0,0.0,0.0,0.4784,target,25.9465,26.9462,0.0,9.0,9.0,5.0,1.0,0.35,180.0,1.0,right,,,
,,1,1,2025-12-21,posner,2023.2.2,Win32,59.88023952,26.9469,28.3825,-0.307859095,-0.010027092,1.0,0.0,0.0,0.4167,target,28.3825,29.382,0.0,10.0,10.0,2.0,1.0,-0.35,0.0,1.0,left,,,
,,1,1,2025-12-21,posner,2023.2.2,Win32,59.88023952,29.3822,30.8815,0.367479774,-0.002439049,1.0,0.0,0.0,0.4831,target,30.8816,31.8774,0.0,11.0,11.0,11.0,1.0,0.35,0.0,0.0,right,,,
,,1,1,2025-12-21,posner,2023.2.2,Win32,59.88023952,31.8783,33.315,-0.299186975,-0.006775068,1.0,0.0,0.0,0.434,target,33.315,34.3105,0.0,12.0,12.0,0.0,1.0,-0.35,0.0,1.0,left,,,
,,1,1,2025-12-21,posner,2023.2.2,Win32,59.88023952,34.3111,35.7814,0.315447138,0.004065041,1.0,0.0,0.0,0.4503,target,35.7814,36.7804,0.0,13.0,13.0,1.0,1.0,0.35,180.0,1.0,right,,,
,,1,1,2025-12-21,posner,2023.2.2,Win32,59.88023952,,,,,,,,,,,,,,,,,,,,,36.7807,0.47755,0.562316667
