instructs.started,instructs.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,targetX,cueOri,congr,corrAns,finish.started,valid_av,invalid_av
0.0002,9.4417,1,1,2025-12-15,posner,2023.2.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,144.9275362,9.4452,11.1986,-0.350584307,-0.012520868,1.0,0.0,0.0,0.7499,target,11.1988,12.1984,0.0,0.0,0.0,2.0,1.0,-0.35,0.0,1.0,left,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,144.9275362,12.1986,13.7677,-0.328881469,-0.004173623,1.0,0.0,0.0,0.5625,target,13.7678,14.7677,0.0,1.0,1.0,4.0,1.0,-0.35,0.0,1.0,left,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,144.9275362,14.7678,16.5038,0.350584307,0.004173623,1.0,0.0,0.0,0.7288,target,16.5038,17.5037,0.0,2.0,2.0,5.0,1.0,0.35,180.0,1.0,right,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,144.9275362,17.504,19.2398,0.342237062,-0.022537563,1.0,0.0,0.0,0.7292,target,19.2399,20.2398,0.0,3.0,3.0,3.0,1.0,0.35,180.0,1.0,right,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,144.9275362,20.24,21.7605,-0.360601002,0.04590985,1.0,0.0,0.0,0.5137,target,21.7606,22.7605,0.0,4.0,4.0,6.0,1.0,-0.35,0.0,1.0,left,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,144.9275362,22.7607,24.2674,0.432387312,-0.004173623,1.0,0.0,0.0,0.5,target,24.2675,25.2674,0.0,5.0,5.0,7.0,1.0,0.35,180.0,1.0,right,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,144.9275362,25.2675,26.8438,-0.277128548,0.050918197,1.0,0.0,0.0,0.5695,target,26.8439,27.8438,0.0,6.0,6.0,12.0,1.0,-0.35,180.0,0.0,left,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,144.9275362,27.8439,29.5034,0.377295492,-0.040901503,1.0,0.0,0.0,0.6528,target,29.5035,30.5035,0.0,7.0,7.0,11.0,1.0,0.35,0.0,0.0,right,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,144.9275362,30.5036,32.1075,0.34557596,-0.072621035,1.0,0.0,0.0,0.5973,target,32.1075,33.1075,0.0,8.0,8.0,13.0,1.0,0.35,0.0,0.0,right,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,144.9275362,33.1077,34.6906,-0.402337229,0.017529215,1.0,0.0,0.0,0.5763,target,34.6907,35.6907,0.0,9.0,9.0,0.0,1.0,-0.35,0.0,1.0,left,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,144.9275362,35.6908,37.2462,0.350584307,0.000834725,1.0,0.0,0.0,0.5485,target,37.2463,38.2462,0.0,10.0,10.0,9.0,1.0,0.35,0.0,0.0,right,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,144.9275362,38.2464,39.8571,-0.424040067,-0.007512521,1.0,0.0,0.0,0.6041,target,39.8573,40.8575,0.0,11.0,11.0,10.0,1.0,-0.35,180.0,0.0,left,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,144.9275362,40.8577,42.5031,-0.387312187,0.005843072,1.0,0.0,0.0,0.639,target,42.5031,43.503,0.0,12.0,12.0,8.0,1.0,-0.35,180.0,0.0,left,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,144.9275362,43.5031,44.9751,0.355592654,-0.004173623,1.0,0.0,0.0,0.4652,target,44.9751,45.9753,0.0,13.0,13.0,1.0,1.0,0.35,180.0,1.0,right,,,
,,1,1,2025-12-15,posner,2023.2.2,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,45.9757,0.6032,0.601866667
