instructs.started,instructs.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,targetX,cueOri,congr,corrAns
0.0002,6.3158,AL,1,2025-12-15,posner,2023.2.2,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,
,,AL,1,2025-12-15,posner,2023.2.2,MacIntel,58.82352941,6.3225,8.632,-0.300915083,-0.002526097,1.0,0.0,0.0,1.2991,target,8.6324,9.6321,0.0,0.0,0.0,10.0,1.0,-0.35,180.0,0.0,left
,,AL,1,2025-12-15,posner,2023.2.2,MacIntel,58.82352941,9.6325,11.1658,0.390608271,0.041584415,1.0,0.0,0.0,0.5166,target,11.1659,12.1647,0.0,1.0,1.0,13.0,1.0,0.35,0.0,0.0,right
,,AL,1,2025-12-15,posner,2023.2.2,MacIntel,58.82352941,12.1651,13.9819,0.397283191,0.031827155,1.0,0.0,0.0,0.8163,target,13.9819,14.9823,0.0,2.0,2.0,5.0,1.0,0.35,180.0,1.0,right
