instructs.started,instructs.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,trial.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,targetX,cueOri,congr,corrAns
0.0003,4.292,a,1,2025-12-22,posner,2023.2.2,MacIntel,63.29113924,,,,,,,,,,,,,,,,,,,,
,,a,1,2025-12-22,posner,2023.2.2,MacIntel,63.29113924,4.2978,7.39,-0.348240705,-0.027086328,1.0,0.0,0.0,2.0814,target,7.3909,8.3909,0.0,0.0,0.0,0.0,1.0,-0.35,0.0,1.0,left
,,a,1,2025-12-22,posner,2023.2.2,MacIntel,63.29113924,8.3915,9.9634,0.262650598,-0.014939541,1.0,0.0,0.0,0.5686,target,9.9635,10.9641,0.0,1.0,1.0,11.0,1.0,0.35,0.0,0.0,right
,,a,1,2025-12-22,posner,2023.2.2,MacIntel,63.29113924,10.9656,12.5798,-0.310913586,-0.006550455,1.0,0.0,0.0,0.6116,target,12.5799,13.583,0.0,2.0,2.0,8.0,1.0,-0.35,180.0,0.0,left
,,a,1,2025-12-22,posner,2023.2.2,MacIntel,63.29113924,13.5833,15.2127,-0.341438783,0.050203123,1.0,0.0,0.0,0.6131,target,15.213,16.2155,0.0,3.0,3.0,4.0,1.0,-0.35,0.0,1.0,left
,,a,1,2025-12-22,posner,2023.2.2,MacIntel,63.29113924,16.216,17.7789,0.358967655,-0.022253268,1.0,0.0,0.0,0.5518,target,17.779,18.7806,0.0,4.0,4.0,13.0,1.0,0.35,0.0,0.0,right
,,a,1,2025-12-22,posner,2023.2.2,MacIntel,63.29113924,18.7809,20.5858,0.28056604,-0.008763333,1.0,0.0,0.0,0.7993,target,20.5858,21.5789,0.0,5.0,5.0,7.0,1.0,0.35,180.0,1.0,right
,,a,1,2025-12-22,posner,2023.2.2,MacIntel,63.29113924,21.5795,23.0957,-0.309417808,0.009538096,1.0,0.0,0.0,0.5004,target,23.0959,24.0948,0.0,6.0,6.0,10.0,1.0,-0.35,180.0,0.0,left
,,a,1,2025-12-22,posner,2023.2.2,MacIntel,63.29113924,24.0953,25.6118,0.324035561,-0.014298297,1.0,0.0,0.0,0.4989,target,25.6119,26.6121,0.0,7.0,7.0,3.0,1.0,0.35,180.0,1.0,right
,,a,1,2025-12-22,posner,2023.2.2,MacIntel,63.29113924,26.6126,28.1114,0.345775818,-0.000482702,1.0,0.0,0.0,0.4828,target,28.1114,29.1118,0.0,8.0,8.0,5.0,1.0,0.35,180.0,1.0,right
,,a,1,2025-12-22,posner,2023.2.2,MacIntel,63.29113924,29.1121,30.6116,-0.38475659,0.00695297,1.0,0.0,0.0,0.4845,target,30.612,31.6109,0.0,9.0,9.0,12.0,1.0,-0.35,180.0,0.0,left
,,a,1,2025-12-22,posner,2023.2.2,MacIntel,63.29113924,31.6116,33.0454,-0.381520437,0.001850456,1.0,0.0,0.0,0.4331,target,33.0455,34.0446,0.0,10.0,10.0,6.0,1.0,-0.35,0.0,1.0,left
,,a,1,2025-12-22,posner,2023.2.2,MacIntel,63.29113924,34.045,35.5784,0.333348627,0.000421501,1.0,0.0,0.0,0.5167,target,35.5785,36.5787,0.0,11.0,11.0,9.0,1.0,0.35,0.0,0.0,right
,,a,1,2025-12-22,posner,2023.2.2,MacIntel,63.29113924,36.5793,38.1105,-0.374459926,0.000648072,1.0,0.0,0.0,0.5164,target,38.1106,39.1118,0.0,12.0,12.0,2.0,1.0,-0.35,0.0,1.0,left
,,a,1,2025-12-22,posner,2023.2.2,MacIntel,63.29113924,39.1122,40.6446,0.297662545,-0.001929602,1.0,0.0,0.0,0.5171,target,40.6447,41.645,0.0,13.0,13.0,1.0,1.0,0.35,180.0,1.0,right
